Wall time,Step,Value
1669661039.576361,50,2.702483654022217
1669661048.2946696,100,2.7091422080993652
1669661056.9867153,150,2.680053234100342
1669661065.777936,200,2.6839632987976074
1669661074.5069225,250,2.6573705673217773
1669661083.2381027,300,2.6639363765716553
1669661091.9941022,350,2.5939619541168213
1669661100.7013829,400,2.5386366844177246
1669661109.3909445,450,2.307225465774536
1669661122.7051435,500,2.344114065170288
1669661131.3204815,550,2.210555076599121
1669661139.9344704,600,2.1519405841827393
1669661148.582861,650,2.070117712020874
1669661157.2242222,700,1.6988792419433594
1669661165.8817236,750,2.0987091064453125
1669661174.5563586,800,1.7214417457580566
1669661183.1960752,850,2.0161614418029785
1669661191.83397,900,1.327387809753418
1669661205.119551,950,1.9398671388626099
1669661213.7983258,1000,1.1482837200164795
1669661222.487035,1050,1.40632164478302
1669661231.136214,1100,1.0186797380447388
1669661239.88144,1150,1.4675413370132446
1669661248.5613596,1200,1.3023332357406616
1669661257.183088,1250,1.341558814048767
1669661265.8188016,1300,1.102523684501648
1669661274.4903896,1350,1.1612528562545776
1669661283.1397104,1400,1.1239118576049805
1669661296.461789,1450,0.9900882244110107
1669661305.1456637,1500,1.6737205982208252
1669661313.806548,1550,1.5883077383041382
1669661322.4980454,1600,1.2951542139053345
1669661331.2104769,1650,1.5393121242523193
1669661339.9078336,1700,0.8018309473991394
1669661348.6077938,1750,0.9501727223396301
1669661357.278488,1800,1.0356550216674805
1669661365.9508605,1850,0.8606559634208679
1669661379.3172884,1900,0.7403010129928589
1669661387.973046,1950,1.106335997581482
1669661396.6864603,2000,0.7093475461006165
1669661405.3874664,2050,0.9910231828689575
1669661414.0644977,2100,0.6772720217704773
1669661422.733771,2150,0.9901232719421387
1669661431.386583,2200,0.5815449953079224
1669661440.0458338,2250,0.7211576104164124
1669661448.7871401,2300,0.7374928593635559
1669661462.2022314,2350,0.6730641722679138
1669661470.8520207,2400,1.0124262571334839
1669661479.4348917,2450,0.7131831049919128
1669661488.0767612,2500,1.0956902503967285
1669661496.737962,2550,1.0405477285385132
1669661505.387832,2600,0.844175398349762
1669661514.0608535,2650,0.45747795701026917
1669661522.6622238,2700,0.5782665610313416
1669661531.313789,2750,0.44559019804000854
1669661539.9380465,2800,0.4851774573326111
1669661553.2262068,2850,1.0133975744247437
1669661561.910501,2900,0.8889691829681396
1669661570.55687,2950,0.6363277435302734
1669661579.216174,3000,0.9272821545600891
1669661587.8545518,3050,0.5736934542655945
1669661596.5360122,3100,0.6032736301422119
1669661605.1963756,3150,0.7781923413276672
1669661613.8419085,3200,0.8482106924057007
1669661622.4429307,3250,0.5657952427864075
1669661635.7143483,3300,0.6513508558273315
1669661644.3875692,3350,0.41984084248542786
1669661653.038413,3400,0.819365382194519
1669661661.659271,3450,0.6321761608123779
1669661670.3194308,3500,0.41111525893211365
1669661678.9912012,3550,0.534755527973175
1669661687.6653159,3600,0.5647165179252625
1669661696.3484857,3650,0.5024746656417847
1669661705.0434403,3700,0.29138368368148804
1669661713.7226145,3750,0.35351985692977905
1669661727.0601199,3800,0.37629997730255127
1669661735.7284327,3850,0.5608109831809998
1669661744.2907739,3900,0.4586564302444458
1669661752.9452434,3950,0.3086588680744171
1669661761.601725,4000,0.39548367261886597
1669661770.2110424,4050,0.37307557463645935
1669661778.8071895,4100,0.37074482440948486
1669661787.4013162,4150,0.5011651515960693
1669661796.0281494,4200,0.6556142568588257
1669661809.3111758,4250,0.5526137948036194
1669661818.0159252,4300,0.49612709879875183
1669661826.663525,4350,0.7733975052833557
1669661835.2414896,4400,0.6310632228851318
1669661843.9013028,4450,0.44024237990379333
1669661852.5442562,4500,0.7466892004013062
1669661861.1775196,4550,0.5870265364646912
1669661869.7788393,4600,0.368227481842041
1669661878.3647327,4650,0.1738283932209015
1669661891.6772633,4700,0.2847515642642975
1669661900.3393924,4750,0.8776347637176514
1669661909.035253,4800,0.4399107098579407
1669661917.685294,4850,0.4855695962905884
1669661926.325533,4900,0.38524147868156433
1669661934.9567108,4950,0.11878378689289093
1669661943.6162136,5000,0.7007144093513489
1669661952.2785995,5050,0.45187532901763916
1669661960.9631317,5100,0.2422134429216385
1669661969.7273889,5150,0.5457556247711182
1669661983.0640619,5200,0.21602991223335266
1669661991.7564678,5250,0.30950164794921875
1669662000.4923995,5300,0.3376639485359192
1669662009.1792824,5350,0.46734869480133057
1669662017.875002,5400,0.6998371481895447
1669662026.5307188,5450,0.3555477261543274
1669662035.2493408,5500,0.7279341220855713
1669662043.9784908,5550,0.5031262636184692
1669662052.6613953,5600,0.41798141598701477
1669662065.9627757,5650,0.32943880558013916
1669662074.5420275,5700,0.4088635742664337
1669662083.1606572,5750,0.5299344658851624
1669662091.7557435,5800,0.3519611358642578
1669662100.371155,5850,0.20953509211540222
1669662108.9953258,5900,0.33211255073547363
1669662117.6042407,5950,0.2178480178117752
1669662126.2254944,6000,0.30449017882347107
1669662134.8939543,6050,0.4426940083503723
1669662148.1969516,6100,0.1013573706150055
1669662156.8669682,6150,0.6036007404327393
1669662165.464871,6200,0.4135836958885193
1669662174.085443,6250,0.5008682608604431
1669662182.7394092,6300,0.36011046171188354
1669662191.4249382,6350,0.6122884750366211
1669662200.0502267,6400,0.3311799466609955
1669662208.7611632,6450,0.525135338306427
1669662217.509291,6500,0.31841063499450684
1669662226.284039,6550,0.3457089066505432
1669662239.664628,6600,0.26471301913261414
1669662248.3941123,6650,0.2662847340106964
1669662257.0575094,6700,0.19300496578216553
1669662265.705888,6750,0.22538132965564728
1669662274.3573937,6800,0.10768713802099228
1669662283.046026,6850,0.15272465348243713
1669662291.6978543,6900,0.24047423899173737
1669662300.4352057,6950,0.4306136965751648
1669662309.1705296,7000,0.25436899065971375
1669662322.4809484,7050,0.5192158222198486
1669662331.1518898,7100,0.7220547795295715
1669662339.8335986,7150,0.12408525496721268
1669662348.473275,7200,0.2613016664981842
1669662357.0993993,7250,0.30405285954475403
1669662365.8777442,7300,0.20832708477973938
1669662374.7914467,7350,0.09248733520507812
1669662383.796969,7400,0.3089253902435303
1669662392.5842435,7450,0.271742045879364
1669662401.2363744,7500,0.05124398320913315
1669662414.506021,7550,0.08659932017326355
1669662423.1396377,7600,0.4114986062049866
1669662431.8221416,7650,0.2257317304611206
1669662440.548766,7700,0.10602781176567078
1669662449.209505,7750,0.07637407630681992
1669662457.8857646,7800,0.14422787725925446
1669662466.5665457,7850,0.4244709312915802
1669662475.238305,7900,0.1163327619433403
1669662483.8938668,7950,0.2971481382846832
1669662497.2660754,8000,0.5738598108291626
1669662505.9880097,8050,0.2575471103191376
1669662514.645797,8100,0.32310572266578674
1669662523.352058,8150,0.32154396176338196
1669662532.0346935,8200,0.40485915541648865
1669662540.7619853,8250,0.08197233080863953
1669662549.4114668,8300,0.10761279612779617
1669662558.1315334,8350,0.08997811377048492
1669662566.8202002,8400,0.1623576283454895
1669662580.102838,8450,0.22851604223251343
1669662588.7756498,8500,0.11385385692119598
1669662597.4168303,8550,0.23206913471221924
1669662606.1090875,8600,0.18203189969062805
1669662614.7721667,8650,0.35693490505218506
1669662623.3994865,8700,0.3248904347419739
1669662632.0006843,8750,0.09680646657943726
1669662640.662199,8800,0.052933868020772934
1669662649.29643,8850,0.11654152721166611
1669662657.9279523,8900,0.04323439672589302
1669662671.2204094,8950,0.15102620422840118
1669662679.849535,9000,0.14438806474208832
1669662688.5648417,9050,0.06187267228960991
1669662697.2133145,9100,0.07999864965677261
1669662705.8616946,9150,0.1128234714269638
1669662714.5575888,9200,0.23818324506282806
1669662723.2203467,9250,0.04947798326611519
1669662731.8832219,9300,0.08936461806297302
1669662740.5478702,9350,0.1238275095820427
1669662753.8751926,9400,0.12701065838336945
1669662762.5345294,9450,0.10589557141065598
1669662771.193515,9500,0.1964472234249115
1669662779.8718524,9550,0.09804271161556244
1669662788.5358593,9600,0.16373315453529358
1669662797.2045074,9650,0.24259595572948456
1669662805.8674827,9700,0.04880792647600174
1669662814.5387242,9750,0.050898101180791855
1669662823.1779861,9800,0.05625087395310402
1669662836.4964375,9850,0.09416555613279343
1669662845.16775,9900,0.19494816660881042
1669662853.8350875,9950,0.10619331151247025
1669662862.5485768,10000,0.36902403831481934
1669662871.23008,10050,0.10513469576835632
1669662879.9362094,10100,0.1595846265554428
1669662888.6598747,10150,0.06290803104639053
1669662897.3486295,10200,0.10164900869131088
1669662906.0638158,10250,0.21669168770313263
1669662914.7744586,10300,0.04837528616189957
1669662928.0617623,10350,0.0957561582326889
1669662936.7406325,10400,0.035720452666282654
1669662945.3495176,10450,0.10650691390037537
1669662953.997322,10500,0.09581352025270462
1669662962.6667693,10550,0.2054944634437561
1669662971.4331937,10600,0.09119319915771484
1669662980.1618779,10650,0.1577434092760086
1669662988.871459,10700,0.26303166151046753
1669662997.5136368,10750,0.0819438248872757
1669663010.7912755,10800,0.10845792293548584
1669663019.4140148,10850,0.29265546798706055
1669663028.070586,10900,0.14685238897800446
1669663036.7503445,10950,0.06834907829761505
1669663045.4518666,11000,0.015167472884058952
1669663054.1184313,11050,0.1865665763616562
1669663062.825148,11100,0.08008997142314911
1669663071.4913602,11150,0.057062044739723206
1669663080.1457374,11200,0.06599655747413635
1669663088.863216,11250,0.09484820067882538
1669663102.1969724,11300,0.1215217188000679
1669663110.845077,11350,0.061479758471250534
1669663119.505832,11400,0.06377828121185303
1669663128.1768868,11450,0.044792406260967255
1669663136.8485773,11500,0.04406001791357994
1669663145.5443347,11550,0.25198325514793396
1669663154.2033575,11600,0.2831352949142456
1669663162.8939934,11650,0.23190265893936157
1669663171.617976,11700,0.05636177584528923
1669663184.967341,11750,0.030732696875929832
1669663193.671292,11800,0.10236009955406189
1669663202.4437854,11850,0.024216588586568832
1669663211.1268308,11900,0.01580960862338543
1669663219.8886018,11950,0.016470177099108696
1669663228.620175,12000,0.16367588937282562
1669663237.2854056,12050,0.0613643154501915
1669663245.9575863,12100,0.2066533863544464
1669663254.6790323,12150,0.10565211623907089
1669663267.975979,12200,0.0959986075758934
1669663276.700675,12250,0.03247853368520737
1669663285.3746614,12300,0.05506822466850281
1669663294.0437775,12350,0.04491034150123596
1669663302.7523608,12400,0.03906182944774628
1669663311.4466581,12450,0.0579567477107048
1669663320.2135355,12500,0.26750075817108154
1669663328.862298,12550,0.08899972587823868
1669663337.598381,12600,0.034478068351745605
1669663346.269504,12650,0.06404314935207367
1669663359.6266,12700,0.047329723834991455
1669663368.3562775,12750,0.054552651941776276
1669663377.054506,12800,0.01698417216539383
1669663385.7454429,12850,0.035750970244407654
1669663394.3799634,12900,0.31332096457481384
1669663403.0260823,12950,0.1232927218079567
1669663411.6811419,13000,0.04186560958623886
1669663420.4258134,13050,0.014913142658770084
1669663429.090344,13100,0.11754846572875977
1669663442.4039247,13150,0.05976792052388191
1669663451.087026,13200,0.024844978004693985
1669663459.7797074,13250,0.024168403819203377
1669663468.4368937,13300,0.02822846546769142
1669663477.11181,13350,0.010528047569096088
1669663485.8467166,13400,0.031371477991342545
1669663494.5283377,13450,0.01965203694999218
1669663503.1496537,13500,0.48048701882362366
1669663511.8064673,13550,0.03523290902376175
1669663520.446658,13600,0.05942976102232933
1669663533.8042088,13650,0.12793917953968048
1669663542.4972823,13700,0.11658793687820435
1669663551.2054005,13750,0.024280864745378494
1669663559.9026766,13800,0.034364763647317886
1669663568.590696,13850,0.04672473669052124
1669663577.2995534,13900,0.09020579606294632
1669663586.0030475,13950,0.020543653517961502
1669663594.6408672,14000,0.17211489379405975
1669663603.3407867,14050,0.0567665696144104
1669663616.681215,14100,0.03215467557311058
1669663625.3081799,14150,0.019831234589219093
1669663633.9651363,14200,0.04115649312734604
1669663642.678784,14250,0.17732609808444977
1669663651.3333404,14300,0.06652925163507462
1669663660.020747,14350,0.022165855392813683
1669663668.7099586,14400,0.49389544129371643
1669663677.3427193,14450,0.07558993995189667
1669663686.0253313,14500,0.0642375648021698
1669663699.4368546,14550,0.020860688760876656
1669663708.1685095,14600,0.01614224538207054
1669663716.8987014,14650,0.01572125032544136
1669663725.5814373,14700,0.21087120473384857
1669663734.285516,14750,0.2274864912033081
1669663742.9576678,14800,0.08099053055047989
1669663751.6669505,14850,0.013521766290068626
1669663760.3717463,14900,0.050794314593076706
1669663769.0485857,14950,0.018445294350385666
1669663777.7136598,15000,0.048506587743759155
1669663791.0694058,15050,0.04107518866658211
1669663799.7324739,15100,0.006393491756170988
1669663808.467779,15150,0.038696449249982834
1669663817.1974204,15200,0.03659624978899956
1669663825.874557,15250,0.006383282132446766
1669663834.5295918,15300,0.1342940628528595
1669663843.2165148,15350,0.13137683272361755
1669663851.906302,15400,0.03387609124183655
1669663860.5696752,15450,0.029481828212738037
1669663873.8395166,15500,0.0395875982940197
1669663882.4325225,15550,0.04542776197195053
1669663891.0556726,15600,0.0223696269094944
1669663899.7092378,15650,0.0053315418772399426
1669663908.3399482,15700,0.1143898144364357
1669663917.0806723,15750,0.013949793763458729
1669663925.7778904,15800,0.012284822762012482
1669663934.4234748,15850,0.045943718403577805
1669663943.1348152,15900,0.01067929994314909
1669663956.5420625,15950,0.00571306562051177
1669663965.2006726,16000,0.007204439491033554
1669663973.8671396,16050,0.013338858261704445
1669663982.528081,16100,0.045822031795978546
1669663991.2279048,16150,0.01421827357262373
1669663999.943224,16200,0.015076916664838791
1669664008.5615578,16250,0.03971048817038536
1669664017.222022,16300,0.00265903165563941
1669664025.8832831,16350,0.32800984382629395
1669664034.5366228,16400,0.024417467415332794
1669664047.875989,16450,0.02131730690598488
1669664056.6500955,16500,0.024716664105653763
1669664065.394132,16550,0.00471716932952404
1669664074.1435347,16600,0.1728057861328125
1669664082.8530505,16650,0.005285125225782394
1669664091.5421493,16700,0.021500475704669952
1669664100.2253227,16750,0.054068032652139664
1669664108.9198139,16800,0.08553016185760498
1669664117.6162357,16850,0.005125260446220636
1669664130.989913,16900,0.012990712188184261
1669664139.6717787,16950,0.011648682877421379
1669664148.4250557,17000,0.0287647508084774
1669664157.1258411,17050,0.004862445406615734
1669664165.7557437,17100,0.0070610614493489265
1669664174.4769492,17150,0.09992954134941101
1669664183.1417332,17200,0.010970726609230042
1669664191.8107572,17250,0.040544312447309494
1669664200.4775083,17300,0.023137761279940605
1669664209.2118497,17350,0.024002058431506157
1669664222.5515604,17400,0.0041702850721776485
1669664231.223687,17450,0.0033456769306212664
1669664239.9199536,17500,0.034150563180446625
1669664248.5939922,17550,0.031126098707318306
1669664257.303375,17600,0.012090046890079975
1669664265.974867,17650,0.005300148390233517
1669664274.6144638,17700,0.08278582245111465
1669664283.2926397,17750,0.03253253921866417
1669664291.9642394,17800,0.039622675627470016
1669664305.2767198,17850,0.02001265063881874
1669664313.8891928,17900,0.005018827971071005
1669664322.5220785,17950,0.027264880016446114
1669664331.219137,18000,0.017020024359226227
1669664339.876988,18050,0.012133008800446987
1669664348.5810447,18100,0.016021963208913803
1669664357.3300686,18150,0.004883744288235903
